"No.","Time","Source","Destination","Protocol","Length","Info"
"405","50.380221","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1162/35332, ttl=128 (request in 404)"
"406","50.694751","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55880/18650, ttl=128 (reply in 407)"
"407","50.694847","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55880/18650, ttl=128 (request in 406)"
"408","51.058969","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2334/7689, ttl=128 (reply in 409)"
"409","51.059052","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2334/7689, ttl=128 (request in 408)"
"410","51.393356","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1163/35588, ttl=128 (reply in 411)"
"411","51.393432","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1163/35588, ttl=128 (request in 410)"
"412","51.542427","IntelCor_bb:93:4c","Azurewav_44:a4:d3","ARP","42","Who has 192.168.100.14? Tell 192.168.100.25"
"413","51.542443","Azurewav_44:a4:d3","IntelCor_bb:93:4c","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"414","51.707726","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55882/19162, ttl=128 (reply in 415)"
"415","51.707829","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55882/19162, ttl=128 (request in 414)"
"416","52.070784","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2335/7945, ttl=128 (reply in 417)"
"417","52.070861","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2335/7945, ttl=128 (request in 416)"
"418","52.413493","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1164/35844, ttl=128 (reply in 419)"
"419","52.413568","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1164/35844, ttl=128 (request in 418)"
"420","52.721917","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55884/19674, ttl=128 (reply in 421)"
"421","52.721992","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55884/19674, ttl=128 (request in 420)"
"422","53.067288","192.168.100.14","122.11.128.50","UDP","114","50251  >  19900 Len=72"
"423","53.090157","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2336/8201, ttl=128 (reply in 424)"
"424","53.090232","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2336/8201, ttl=128 (request in 423)"
"425","53.431456","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1165/36100, ttl=128 (reply in 426)"
"426","53.431556","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1165/36100, ttl=128 (request in 425)"
"427","53.734730","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55886/20186, ttl=128 (reply in 428)"
"428","53.734807","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55886/20186, ttl=128 (request in 427)"
"429","54.109084","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2337/8457, ttl=128 (reply in 430)"
"430","54.109161","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2337/8457, ttl=128 (request in 429)"
"431","54.343695","192.168.100.14","172.217.194.138","UDP","65","53872  >  443 Len=23"
"432","54.396499","172.217.194.138","192.168.100.14","UDP","62","443  >  53872 Len=20"
"433","54.448158","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1166/36356, ttl=128 (reply in 434)"
"434","54.448234","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1166/36356, ttl=128 (request in 433)"
"435","54.747760","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55888/20698, ttl=128 (reply in 436)"
"436","54.747836","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55888/20698, ttl=128 (request in 435)"
"437","54.948286","Azurewav_44:a4:d3","Azurewav_c9:65:99","ARP","42","Who has 192.168.100.5? Tell 192.168.100.14"
"438","54.952231","Azurewav_c9:65:99","Azurewav_44:a4:d3","ARP","42","192.168.100.5 is at 74:c6:3b:c9:65:99"
"439","55.128186","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2338/8713, ttl=128 (reply in 440)"
"440","55.128270","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2338/8713, ttl=128 (request in 439)"
"441","55.253501","HuaweiTe_26:8f:b2","Broadcast","ARP","60","Who has 192.168.100.19? Tell 192.168.100.1"
"442","55.334778","192.168.100.14","104.27.187.129","TCP","55","[TCP Keep-Alive] 57467  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"443","55.362008","104.27.187.129","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57467 [ACK] Seq=1 Ack=2 Win=30 Len=0 SLE=1 SRE=2"
"444","55.468447","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1167/36612, ttl=128 (reply in 445)"
"445","55.468524","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1167/36612, ttl=128 (request in 444)"
"446","55.523977","192.168.100.14","104.16.35.63","TCP","55","[TCP Keep-Alive] 57461  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"447","55.539492","104.16.35.63","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57461 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"448","55.728200","192.168.100.14","104.16.36.63","TCP","55","[TCP Keep-Alive] 57465  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"449","55.744251","104.16.36.63","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57465 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"450","55.760778","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55890/21210, ttl=128 (reply in 451)"
"451","55.760863","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55890/21210, ttl=128 (request in 450)"
"452","56.154801","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2339/8969, ttl=128 (reply in 453)"
"453","56.154875","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2339/8969, ttl=128 (request in 452)"
"454","56.276880","192.168.100.5","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"455","56.277961","HuaweiTe_26:8f:b2","Broadcast","ARP","60","Who has 192.168.100.19? Tell 192.168.100.1"
"456","56.465019","192.168.100.14","104.19.196.151","TCP","55","[TCP Keep-Alive] 57472  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"457","56.476226","50.23.131.235","192.168.100.14","TLSv1.2","93","Application Data"
"458","56.476227","50.23.131.235","192.168.100.14","TLSv1.2","78","Application Data"
"459","56.476227","50.23.131.235","192.168.100.14","TCP","60","443  >  57458 [FIN, ACK] Seq=64 Ack=2 Win=245 Len=0"
"460","56.476310","192.168.100.14","50.23.131.235","TCP","54","57458  >  443 [ACK] Seq=2 Ack=65 Win=254 Len=0"
"461","56.476465","192.168.100.14","50.23.131.235","TCP","54","57458  >  443 [FIN, ACK] Seq=2 Ack=65 Win=254 Len=0"
"462","56.481567","104.19.196.151","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57472 [ACK] Seq=1 Ack=2 Win=32 Len=0 SLE=1 SRE=2"
"463","56.484432","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1168/36868, ttl=128 (reply in 464)"
"464","56.484508","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1168/36868, ttl=128 (request in 463)"
"465","56.555131","192.168.100.14","104.18.35.59","TCP","55","[TCP Keep-Alive] 57459  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"466","56.582990","104.18.35.59","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57459 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"467","56.665046","50.23.131.235","192.168.100.14","TCP","60","443  >  57458 [ACK] Seq=65 Ack=3 Win=245 Len=0"
"468","56.685267","192.168.100.14","104.17.50.107","TCP","55","[TCP Keep-Alive] 57456  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"469","56.701795","104.17.50.107","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57456 [ACK] Seq=1 Ack=2 Win=32 Len=0 SLE=1 SRE=2"
"470","56.775258","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55892/21722, ttl=128 (reply in 471)"
"471","56.775345","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55892/21722, ttl=128 (request in 470)"
"472","57.084719","192.168.100.14","104.17.173.56","TCP","55","[TCP Keep-Alive] 57481  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"473","57.100761","104.17.173.56","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57481 [ACK] Seq=1 Ack=2 Win=37 Len=0 SLE=1 SRE=2"
"474","57.162225","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2340/9225, ttl=128 (reply in 475)"
"475","57.162301","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2340/9225, ttl=128 (request in 474)"
"476","57.265930","192.168.100.14","104.27.161.222","TCP","55","[TCP Keep-Alive] 57486  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"477","57.294237","104.27.161.222","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57486 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"478","57.300972","192.168.100.5","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"479","57.302003","HuaweiTe_26:8f:b2","Broadcast","ARP","60","Who has 192.168.100.19? Tell 192.168.100.1"
"480","57.302607","192.168.100.5","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"481","57.502709","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1169/37124, ttl=128 (reply in 482)"
"482","57.502784","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1169/37124, ttl=128 (request in 481)"
"483","57.557248","192.168.100.14","104.24.99.248","TCP","55","[TCP Keep-Alive] 57470  >  443 [ACK] Seq=1 Ack=1 Win=831 Len=1"
"484","57.584896","104.24.99.248","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57470 [ACK] Seq=1 Ack=2 Win=57 Len=0 SLE=1 SRE=2"
"485","57.789412","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55894/22234, ttl=128 (reply in 486)"
"486","57.789498","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55894/22234, ttl=128 (request in 485)"
"487","58.169807","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2341/9481, ttl=128 (reply in 488)"
"488","58.169906","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2341/9481, ttl=128 (request in 487)"
"489","58.324932","192.168.100.5","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"490","58.519754","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1170/37380, ttl=128 (reply in 491)"
"491","58.519830","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1170/37380, ttl=128 (request in 490)"
"492","58.725589","192.168.100.14","104.28.5.131","TCP","55","[TCP Keep-Alive] 57491  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"493","58.753798","104.28.5.131","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57491 [ACK] Seq=1 Ack=2 Win=30 Len=0 SLE=1 SRE=2"
"494","58.775614","192.168.100.14","104.28.5.131","TCP","55","[TCP Keep-Alive] 57490  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"495","58.803695","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55896/22746, ttl=128 (reply in 497)"
"496","58.803696","104.28.5.131","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57490 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"497","58.803774","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55896/22746, ttl=128 (request in 495)"
"498","58.986783","192.168.100.14","104.17.49.107","TCP","55","[TCP Keep-Alive] 57463  >  443 [ACK] Seq=1 Ack=1 Win=611 Len=1"
"499","59.002908","104.17.49.107","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57463 [ACK] Seq=1 Ack=2 Win=46 Len=0 SLE=1 SRE=2"
"500","59.177110","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2342/9737, ttl=128 (reply in 501)"
"501","59.177186","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2342/9737, ttl=128 (request in 500)"
"502","59.377295","192.168.100.14","104.24.99.248","TCP","55","[TCP Keep-Alive] 57475  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"503","59.405132","104.24.99.248","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57475 [ACK] Seq=1 Ack=2 Win=31 Len=0 SLE=1 SRE=2"
"504","59.536194","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1171/37636, ttl=128 (reply in 505)"
"505","59.536271","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1171/37636, ttl=128 (request in 504)"
"506","59.655259","204.79.197.200","192.168.100.14","TCP","60","443  >  57495 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"507","59.816580","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55898/23258, ttl=128 (reply in 508)"
"508","59.816708","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55898/23258, ttl=128 (request in 507)"
"509","59.965967","192.168.100.14","104.27.187.129","TCP","55","[TCP Keep-Alive] 57466  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"510","59.993725","104.27.187.129","192.168.100.14","TCP","66","[TCP Keep-Alive ACK] 443  >  57466 [ACK] Seq=1 Ack=2 Win=32 Len=0 SLE=1 SRE=2"
"511","60.190954","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2343/9993, ttl=128 (reply in 512)"
"512","60.191065","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2343/9993, ttl=128 (request in 511)"
"513","60.549581","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1172/37892, ttl=128 (reply in 514)"
"514","60.549693","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1172/37892, ttl=128 (request in 513)"
"515","60.830319","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55900/23770, ttl=128 (reply in 516)"
"516","60.830410","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55900/23770, ttl=128 (request in 515)"
"517","60.869638","204.79.197.200","192.168.100.14","TCP","60","443  >  57493 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"518","61.210770","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2344/10249, ttl=128 (reply in 519)"
"519","61.210874","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2344/10249, ttl=128 (request in 518)"
"520","61.466904","HuaweiTe_26:8f:b2","Azurewav_44:a4:d3","ARP","60","Who has 192.168.100.14? Tell 192.168.100.1"
"521","61.466923","Azurewav_44:a4:d3","HuaweiTe_26:8f:b2","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"522","61.559584","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1173/38148, ttl=128 (reply in 523)"
"523","61.559686","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1173/38148, ttl=128 (request in 522)"
"524","61.843470","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55902/24282, ttl=128 (reply in 525)"
"525","61.843582","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55902/24282, ttl=128 (request in 524)"
"526","62.226470","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2345/10505, ttl=128 (reply in 527)"
"527","62.226579","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2345/10505, ttl=128 (request in 526)"
"528","62.565947","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1174/38404, ttl=128 (reply in 529)"
"529","62.566022","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1174/38404, ttl=128 (request in 528)"
"530","62.858405","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55904/24794, ttl=128 (reply in 531)"
"531","62.858482","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55904/24794, ttl=128 (request in 530)"
"532","63.245347","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2346/10761, ttl=128 (reply in 533)"
"533","63.245422","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2346/10761, ttl=128 (request in 532)"
"534","63.581141","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1175/38660, ttl=128 (reply in 535)"
"535","63.581215","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1175/38660, ttl=128 (request in 534)"
"536","63.872719","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55906/25306, ttl=128 (reply in 537)"
"537","63.872825","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55906/25306, ttl=128 (request in 536)"
"538","64.302443","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2347/11017, ttl=128 (reply in 539)"
"539","64.302519","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2347/11017, ttl=128 (request in 538)"
"540","64.600844","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1176/38916, ttl=128 (reply in 541)"
"541","64.600920","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1176/38916, ttl=128 (request in 540)"
"542","64.886295","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55908/25818, ttl=128 (reply in 543)"
"543","64.886386","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55908/25818, ttl=128 (request in 542)"
"544","65.068726","192.168.100.14","122.11.128.50","UDP","114","50251  >  19900 Len=72"
"545","65.324504","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2348/11273, ttl=128 (reply in 546)"
"546","65.324578","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2348/11273, ttl=128 (request in 545)"
"547","65.493597","192.168.1.254","192.168.1.255","RIPv2","66","Response"
"548","65.581729","Tp-LinkT_07:e3:e2","Azurewav_44:a4:d3","ARP","42","Who has 192.168.100.14? Tell 192.168.100.9"
"549","65.581745","Azurewav_44:a4:d3","Tp-LinkT_07:e3:e2","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"550","65.635558","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1177/39172, ttl=128 (reply in 551)"
"551","65.635634","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1177/39172, ttl=128 (request in 550)"
"552","65.900751","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55910/26330, ttl=128 (reply in 553)"
"553","65.900828","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55910/26330, ttl=128 (request in 552)"
"554","66.345407","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2349/11529, ttl=128 (reply in 555)"
"555","66.345483","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2349/11529, ttl=128 (request in 554)"
"556","66.636326","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1178/39428, ttl=128 (reply in 557)"
"557","66.636425","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1178/39428, ttl=128 (request in 556)"
"558","66.915261","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55912/26842, ttl=128 (reply in 559)"
"559","66.915365","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55912/26842, ttl=128 (request in 558)"
"560","67.358228","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2350/11785, ttl=128 (reply in 561)"
"561","67.358303","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2350/11785, ttl=128 (request in 560)"
"562","67.654271","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1179/39684, ttl=128 (reply in 563)"
"563","67.654348","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1179/39684, ttl=128 (request in 562)"
"564","67.926528","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55914/27354, ttl=128 (reply in 565)"
"565","67.926613","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55914/27354, ttl=128 (request in 564)"
"566","68.376276","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2351/12041, ttl=128 (reply in 567)"
"567","68.376378","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2351/12041, ttl=128 (request in 566)"
"568","68.671616","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1180/39940, ttl=128 (reply in 569)"
"569","68.671715","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1180/39940, ttl=128 (request in 568)"
"570","68.938675","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55916/27866, ttl=128 (reply in 571)"
"571","68.938752","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55916/27866, ttl=128 (request in 570)"
"572","69.388342","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2352/12297, ttl=128 (reply in 573)"
"573","69.388422","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2352/12297, ttl=128 (request in 572)"
"574","69.690429","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1181/40196, ttl=128 (reply in 575)"
"575","69.690504","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1181/40196, ttl=128 (request in 574)"
"576","69.952555","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55918/28378, ttl=128 (reply in 577)"
"577","69.952632","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55918/28378, ttl=128 (request in 576)"
"578","70.410004","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2353/12553, ttl=128 (reply in 579)"
"579","70.410081","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2353/12553, ttl=128 (request in 578)"
"580","70.707480","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1182/40452, ttl=128 (reply in 581)"
"581","70.707557","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1182/40452, ttl=128 (request in 580)"
"582","70.966497","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55920/28890, ttl=128 (reply in 583)"
"583","70.966575","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55920/28890, ttl=128 (request in 582)"
"584","71.420276","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2354/12809, ttl=128 (reply in 585)"
"585","71.420361","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2354/12809, ttl=128 (request in 584)"
"586","71.717199","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1183/40708, ttl=128 (reply in 587)"
"587","71.717275","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1183/40708, ttl=128 (request in 586)"
"588","71.982589","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55922/29402, ttl=128 (reply in 589)"
"589","71.982667","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55922/29402, ttl=128 (request in 588)"
"590","72.427658","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2355/13065, ttl=128 (reply in 591)"
"591","72.427734","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2355/13065, ttl=128 (request in 590)"
"592","72.728238","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1184/40964, ttl=128 (reply in 593)"
"593","72.728312","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1184/40964, ttl=128 (request in 592)"
"594","72.994114","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55924/29914, ttl=128 (reply in 595)"
"595","72.994191","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55924/29914, ttl=128 (request in 594)"
"596","73.446702","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2356/13321, ttl=128 (reply in 597)"
"597","73.446779","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2356/13321, ttl=128 (request in 596)"
"598","73.620275","Azurewav_c9:65:99","Azurewav_44:a4:d3","ARP","42","Who has 192.168.100.14? Tell 192.168.100.5"
"599","73.620291","Azurewav_44:a4:d3","Azurewav_c9:65:99","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"600","73.748496","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1185/41220, ttl=128 (reply in 601)"
